segment_id,system_type,corridor_name,district,pipe_material,diameter_inches,length_ft,depth_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,soil_corrosivity,capacity_utilization_pct,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
PIPE-2081,Sewer,Milwaukee St,Southeast,Concrete,21,1871,24.7,1976,50,76,0,0.55,79.3,Low,933163,2025-05-29,Manhole Inspection,43.542365,-116.2
PIPE-2082,Water,Main St,Downtown,Cast Iron,4,2225,5.4,1940,86,5,14,0.78,,High,543439,2023-12-24,Acoustic Leak Detection,43.613883,-116.175
PIPE-2083,Water,Cole Rd,Southwest,Ductile Iron,16,259,3.8,1972,54,56,2,0.6,,Medium,90168,2025-02-19,Pressure Test,43.592797,-116.254526
PIPE-2084,Water,Warm Springs Ave,East Bench,Cast Iron,12,1028,3.0,1925,101,5,5,0.45,,Low,270336,2023-03-07,Ultrasonic,43.605516,-116.132416
PIPE-2085,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,6,2205,3.4,2013,13,100,0,0.5,56.6,Medium,256646,2025-05-17,Visual,43.609893,-116.316941
PIPE-2086,Sewer,Overland Rd,Southeast,PVC,21,633,21.0,1981,45,81,1,0.55,63.6,Low,138025,2023-12-25,CCTV,43.587038,-116.180333
PIPE-2087,Sewer,State St,West Boise,PVC,12,1243,6.0,1991,35,97,1,0.5,16.5,High,607793,2024-04-22,Flow Monitoring,43.638983,-116.302193
PIPE-2088,Pressurized Irrigation,State St,West Boise,PVC PR-SDR,6,486,2.8,1999,27,84,0,0.5,73.2,Medium,42219,2023-11-21,Flow Monitoring,43.638988,-116.271758
PIPE-2089,Stormwater,Fairview Ave,West Boise,Concrete,30,940,14.8,1990,36,68,0,0.5,40.5,Medium,266582,2025-08-31,CCTV,43.613506,-116.275848
PIPE-2090,Sewer,Cole Rd,West Boise,Ductile Iron,15,976,10.8,2002,24,66,0,0.5,44.5,High,450371,2025-11-17,CCTV,43.61651,-116.253741
PIPE-2091,Sewer,Five Mile Rd,Southwest,Concrete,10,2008,14.2,1964,62,61,0,0.6,68.1,Medium,883423,2025-08-09,Smoke Test,43.566838,-116.294999
PIPE-2092,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,8,1093,4.1,2010,16,86,0,0.5,61.3,Medium,106757,2023-06-03,Flow Monitoring,43.613237,-116.331512
PIPE-2093,Water,Federal Way,East Bench,Ductile Iron,16,2459,5.2,1980,46,61,0,0.45,,Low,435446,2023-10-19,Pressure Test,43.596479,-116.159645
PIPE-2094,Sewer,State St,West Boise,PVC,30,1367,20.0,2011,15,88,0,0.5,34.0,Critical,627411,2023-01-13,Manhole Inspection,43.63963,-116.258302
PIPE-2095,Pressurized Irrigation,Eisenman Rd,Southeast,PVC PR-SDR,10,1821,3.5,2018,8,93,0,0.55,46.0,Low,189082,2024-08-21,Visual,43.555511,-116.17068
PIPE-2096,Sewer,Victory Rd,Southeast,Concrete,10,946,10.1,1975,51,62,1,0.55,54.1,Medium,434220,2023-12-10,Flow Monitoring,43.570416,-116.2
PIPE-2097,Water,Fairview Ave,West Boise,PVC,10,2056,4.6,2008,18,86,0,0.5,,Critical,378804,2025-06-27,Visual,43.616847,-116.316612
PIPE-2098,Sewer,Cole Rd,Southwest,Vitrified Clay,10,2491,12.2,1964,62,34,4,0.6,37.6,Medium,412291,2025-06-07,Manhole Inspection,43.543419,-116.258903
PIPE-2099,Sewer,Amity Rd,Southwest,Ductile Iron,10,2481,17.9,2010,16,79,0,0.6,31.8,Medium,1092512,2024-04-09,Flow Monitoring,43.551562,-116.278131
PIPE-2100,Water,Milwaukee St,Southeast,PVC,36,298,5.0,1984,42,83,0,0.55,,Medium,93217,2025-11-23,Pressure Test,43.54,-116.2
PIPE-2101,Water,Hill Rd,North End,Asbestos Cement,20,2270,4.4,1958,68,18,2,0.72,,Medium,362566,2023-10-22,Ultrasonic,43.657953,-116.200418
PIPE-2102,Water,Amity Rd,Southwest,PVC,10,784,3.6,1994,32,92,0,0.6,,High,234450,2025-08-12,Pressure Test,43.551964,-116.256247
PIPE-2103,Sewer,Five Mile Rd,Southwest,Concrete,12,1186,13.6,1966,60,62,0,0.6,100.0,High,572322,2025-08-26,Flow Monitoring,43.555265,-116.296492
PIPE-2104,Water,Overland Rd,Southwest,Ductile Iron,8,2256,6.0,1980,46,63,1,0.6,,Low,684043,2024-06-29,Acoustic Leak Detection,43.589883,-116.279111
PIPE-2105,Stormwater,Vista Ave,Southeast,Corrugated Metal,15,2330,5.8,1978,48,33,1,0.55,64.7,High,413067,2025-05-09,Visual,43.595,-116.2
PIPE-2106,Water,Curtis Rd,Southwest,Asbestos Cement,6,1818,4.9,1956,70,16,9,0.6,,Low,437234,2022-10-31,Acoustic Leak Detection,43.586344,-116.223856
PIPE-2107,Sewer,Myrtle St,Downtown,Vitrified Clay,10,313,12.3,1935,91,16,5,0.78,70.8,High,41120,2023-09-16,Smoke Test,43.604461,-116.22
PIPE-2108,Water,Cloverdale Rd,West Boise,Ductile Iron,12,219,3.7,1989,37,43,0,0.5,,Medium,71632,2025-10-26,Visual,43.627492,-116.337935
PIPE-2109,Water,8th St,Downtown,Cast Iron,24,1511,5.8,1954,72,5,6,0.78,,High,487221,2024-01-01,Visual,43.604908,-116.196548
PIPE-2110,Sewer,Harrison Blvd,North End,Vitrified Clay,15,2369,15.2,1943,83,14,4,0.72,63.7,Medium,581117,2025-04-14,Flow Monitoring,43.626,-116.197053
PIPE-2111,Sewer,Chinden Blvd,West Boise,PVC,48,2462,24.3,1988,38,99,0,0.5,22.6,High,1788740,2022-11-12,Smoke Test,43.652713,-116.33933
PIPE-2112,Water,Federal Way,East Bench,Cast Iron,8,1039,5.7,1962,64,15,7,0.45,,Low,126146,2023-12-16,Visual,43.595006,-116.167565
PIPE-2113,Sewer,Cole Rd,West Boise,PVC,21,856,8.3,2013,13,96,0,0.5,53.0,Low,259309,2024-09-18,Smoke Test,43.613876,-116.255067
PIPE-2114,Water,Overland Rd,Southeast,PVC,4,615,4.8,1986,40,94,0,0.55,,Low,96488,2025-11-18,Visual,43.589496,-116.2
PIPE-2115,Sewer,Boise Ave,East Bench,Concrete,18,973,13.6,1961,65,58,1,0.45,50.6,Low,397160,2024-01-10,Smoke Test,43.600043,-116.142026
PIPE-2116,Stormwater,Capitol Blvd,Downtown,Concrete,12,1678,3.7,1943,83,36,2,0.78,96.5,Medium,101518,2022-11-07,Flow Monitoring,43.626,-116.203534
PIPE-2117,Pressurized Irrigation,Chinden Blvd,West Boise,PVC PR-SDR,10,2029,2.6,2022,4,90,0,0.5,53.9,Medium,81261,2024-05-23,Flow Monitoring,43.650374,-116.287466
PIPE-2118,Water,Front St,Downtown,Cast Iron,30,1151,3.0,1946,80,7,5,0.78,,High,448691,2022-10-03,Acoustic Leak Detection,43.604932,-116.187569
PIPE-2119,Sewer,9th St,Downtown,Orangeburg,12,734,6.3,1960,66,22,4,0.78,70.7,Medium,322910,2025-09-13,Manhole Inspection,43.6,-116.201352
PIPE-2120,Sewer,Capitol Blvd,Downtown,Vitrified Clay,15,369,17.8,1936,90,9,10,0.78,100.0,Medium,52712,2022-11-21,Manhole Inspection,43.603098,-116.203615
PIPE-2121,Water,Victory Rd,Southeast,PVC,30,2477,5.6,1982,44,83,0,0.55,,High,1159456,2022-11-16,Acoustic Leak Detection,43.569433,-116.2
PIPE-2122,Sewer,Bogus Basin Rd,North End,Vitrified Clay,42,2334,24.9,1959,67,24,5,0.72,100.0,High,1682843,2023-08-03,CCTV,43.649819,-116.212502
PIPE-2123,Stormwater,Cole Rd,West Boise,PVC,18,1297,4.8,2006,20,71,0,0.5,58.3,Low,362837,2025-09-11,Visual,43.63016,-116.254573
PIPE-2124,Sewer,Fairview Ave,Downtown,Vitrified Clay,30,217,11.1,1938,88,5,8,0.78,100.0,Critical,51595,2023-12-10,Smoke Test,43.614509,-116.175
PIPE-2125,Water,Curtis Rd,Southwest,Ductile Iron,30,2475,5.8,1972,54,47,2,0.6,,High,942346,2023-04-10,Acoustic Leak Detection,43.577944,-116.223586
PIPE-2126,Pressurized Irrigation,Amity Rd,Southwest,PVC PR-SDR,8,322,4.3,2015,11,95,0,0.6,49.9,Medium,27970,2023-05-16,Visual,43.555366,-116.266007
PIPE-2127,Water,Fairview Ave,West Boise,HDPE,10,1507,5.7,2020,6,100,0,0.5,,Low,393698,2023-04-08,Visual,43.617337,-116.303568
PIPE-2128,Water,Shaw Mountain Rd,East Bench,Asbestos Cement,10,1476,5.5,1969,57,37,3,0.45,,High,203090,2023-10-28,Ultrasonic,43.620798,-116.137437
PIPE-2129,Pressurized Irrigation,Franklin Rd,West Boise,PVC PR-SDR,8,1606,3.9,1999,27,100,0,0.5,65.9,Medium,61529,2023-11-18,Flow Monitoring,43.605062,-116.260107
PIPE-2130,Stormwater,Broadway Ave,Downtown,Corrugated Metal,24,1309,7.1,1974,52,28,3,0.78,28.9,High,219264,2025-06-20,Flow Monitoring,43.626,-116.185396
PIPE-2131,Water,Harrison Blvd,North End,Ductile Iron,12,1750,4.5,1965,61,47,1,0.72,,High,332718,2023-10-01,Pressure Test,43.626,-116.202342
PIPE-2132,Sewer,Harrison Blvd,North End,Vitrified Clay,36,2252,9.1,1962,64,36,7,0.72,90.9,Medium,1754129,2023-11-26,Smoke Test,43.68,-116.201959
PIPE-2133,Water,Main St,Downtown,Cast Iron,24,1494,6.9,1928,98,5,5,0.78,,Critical,315034,2024-01-07,Ultrasonic,43.616857,-116.219113
PIPE-2134,Sewer,Victory Rd,Southwest,Vitrified Clay,15,1528,15.1,1965,61,42,1,0.6,78.7,Low,799544,2023-10-08,Smoke Test,43.571441,-116.240189
PIPE-2135,Sewer,Parkcenter Blvd,East Bench,Concrete,48,394,17.6,1968,58,67,0,0.45,69.6,Medium,209553,2023-08-09,Smoke Test,43.626,-116.175
PIPE-2136,Pressurized Irrigation,Franklin Rd,West Boise,PVC PR-SDR,8,619,4.0,2007,19,91,0,0.5,62.2,Low,47238,2024-06-05,Valve Inspection,43.609286,-116.318237
PIPE-2137,Water,Myrtle St,Downtown,Cast Iron,36,236,4.3,1947,79,5,10,0.78,,Medium,37306,2024-12-29,Ultrasonic,43.604614,-116.175
PIPE-2138,Pressurized Irrigation,Eagle Rd,West Boise,PVC PR-SDR,6,662,4.0,2000,26,95,0,0.5,40.3,Low,58644,2023-05-20,Flow Monitoring,43.655,-116.35664
PIPE-2139,Water,Broadway Ave,Downtown,Asbestos Cement,4,476,4.1,1957,69,13,5,0.78,,Medium,111201,2023-12-09,Pressure Test,43.6,-116.18933
PIPE-2140,Sewer,Broadway Ave,Downtown,PVC,48,1519,14.1,1988,38,74,0,0.78,40.0,High,1447554,2024-12-18,Smoke Test,43.626,-116.186748
PIPE-2141,Water,Capitol Blvd,Downtown,Cast Iron,16,2243,6.3,1946,80,5,8,0.78,,Critical,501844,2024-09-11,Pressure Test,43.609229,-116.201185
PIPE-2142,Water,Franklin Rd,West Boise,HDPE,6,1496,6.4,2019,7,98,0,0.5,,Low,365920,2023-08-16,Ultrasonic,43.604027,-116.307541
PIPE-2143,Stormwater,Victory Rd,Southwest,Corrugated Metal,72,1916,3.2,1955,71,11,6,0.6,61.4,High,410642,2023-09-27,Visual,43.568269,-116.29542
PIPE-2144,Sewer,Eagle Rd,West Boise,PVC,21,1473,5.5,1993,33,75,0,0.5,40.1,Medium,406613,2024-08-10,Manhole Inspection,43.652077,-116.355286
PIPE-2145,Stormwater,Overland Rd,Southwest,Corrugated Metal,24,1577,12.2,1978,48,40,3,0.6,94.6,Low,423195,2023-11-21,Flow Monitoring,43.585945,-116.287886
PIPE-2146,Stormwater,Fairview Ave,West Boise,PVC,48,1232,12.0,1999,27,90,0,0.5,54.4,Medium,610555,2023-07-28,Dye Test,43.616361,-116.275041
PIPE-2147,Stormwater,Cole Rd,West Boise,Corrugated Metal,15,2214,10.1,1988,38,51,1,0.5,63.9,Medium,459180,2025-01-05,Visual,43.649435,-116.254363
PIPE-2148,Water,McMillan Rd,West Boise,PVC,24,1243,6.7,2010,16,95,0,0.5,,High,438660,2025-06-02,Pressure Test,43.644072,-116.303216
PIPE-2149,Sewer,Amity Rd,Southwest,PVC,10,1358,22.8,1990,36,86,0,0.6,57.3,Low,488736,2023-10-26,Smoke Test,43.550861,-116.269861
PIPE-2150,Stormwater,Victory Rd,Southeast,Concrete,72,1364,3.3,1965,61,67,0,0.55,83.4,Medium,802851,2025-06-29,CCTV,43.569503,-116.2
PIPE-2151,Sewer,Orchard St,Southwest,PVC,30,2231,12.6,1986,40,76,0,0.6,29.2,Critical,1249251,2025-07-20,Flow Monitoring,43.560108,-116.234136
PIPE-2152,Stormwater,Jefferson St,Downtown,Concrete,12,1204,9.1,1949,77,39,0,0.78,78.9,Low,141179,2023-07-06,CCTV,43.614214,-116.175
PIPE-2153,Sewer,Eagle Rd,West Boise,Ductile Iron,42,265,14.4,1996,30,73,2,0.5,32.6,High,233322,2023-08-09,Flow Monitoring,43.635437,-116.351492
PIPE-2154,Water,Five Mile Rd,Southwest,Ductile Iron,24,1183,6.8,1984,42,45,3,0.6,,Critical,396942,2024-01-25,Pressure Test,43.6,-116.295948
PIPE-2155,Water,Fort St,North End,Cast Iron,6,641,5.5,1947,79,5,3,0.72,,High,49048,2025-06-17,Visual,43.64041,-116.23
PIPE-2156,Stormwater,Maple Grove Rd,Southwest,Concrete,30,2330,7.5,1959,67,38,0,0.6,71.7,Low,224976,2024-02-16,CCTV,43.560192,-116.27452
PIPE-2157,Sewer,Parkcenter Blvd,East Bench,Concrete,30,2155,24.6,1974,52,71,0,0.45,72.1,Medium,1644410,2023-05-19,Smoke Test,43.591958,-116.175
PIPE-2158,Water,Bannock St,Downtown,Cast Iron,36,1354,6.3,1936,90,5,7,0.78,,High,285461,2023-05-18,Ultrasonic,43.610322,-116.194657
PIPE-2159,Stormwater,Broadway Ave,Downtown,Concrete,36,2437,13.7,1965,61,68,0,0.78,84.7,Medium,1011049,2025-06-16,Dye Test,43.6,-116.189413
PIPE-2160,Water,Cloverdale Rd,West Boise,PVC,36,475,4.1,2006,20,74,0,0.5,,Medium,285605,2025-11-20,Acoustic Leak Detection,43.639931,-116.334798
PIPE-2161,Water,Eastman St,North End,Cast Iron,16,895,6.5,1929,97,5,11,0.72,,Medium,179107,2023-04-15,Ultrasonic,43.639819,-116.23
PIPE-2162,Water,Ustick Rd,West Boise,Ductile Iron,4,711,4.8,2007,19,87,0,0.5,,Low,76567,2025-03-15,Acoustic Leak Detection,43.63536,-116.315899
PIPE-2163,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,8,514,4.3,2018,8,91,0,0.55,37.5,Low,22956,2025-11-07,Valve Inspection,43.542769,-116.125975
PIPE-2164,Sewer,Fairview Ave,West Boise,Ductile Iron,42,559,21.9,1993,33,89,2,0.5,44.4,Medium,319835,2022-10-09,Flow Monitoring,43.615312,-116.313544
PIPE-2165,Water,Cole Rd,Southwest,Ductile Iron,16,569,4.7,1987,39,54,0,0.6,,Low,110779,2023-08-03,Acoustic Leak Detection,43.6,-116.25492
PIPE-2166,Sewer,Gowen Rd,Southeast,PVC,30,1435,19.9,2011,15,91,0,0.55,36.2,High,723675,2025-07-09,Smoke Test,43.545882,-116.152746
PIPE-2167,Stormwater,Parkcenter Blvd,East Bench,Concrete,42,969,4.8,1976,50,62,0,0.45,48.5,Low,138983,2022-09-27,Dye Test,43.58,-116.175
PIPE-2168,Stormwater,Gowen Rd,Southeast,HDPE,42,2191,10.5,2020,6,88,0,0.55,20.1,Medium,585815,2023-02-23,CCTV,43.543321,-116.155952
PIPE-2169,Sewer,Eastman St,North End,Vitrified Clay,21,950,6.6,1938,88,5,9,0.72,65.7,Low,185387,2025-11-12,CCTV,43.639083,-116.215196
PIPE-2170,Sewer,Cole Rd,Southwest,Concrete,12,642,22.2,1979,47,75,2,0.6,55.6,Low,279104,2025-11-23,Flow Monitoring,43.592252,-116.258457
PIPE-2171,Water,Fairview Ave,Downtown,Cast Iron,10,249,4.9,1936,90,5,6,0.78,,Medium,43471,2025-07-23,Acoustic Leak Detection,43.615479,-116.212136
PIPE-2172,Stormwater,Gowen Rd,Southeast,PVC,12,1089,4.5,1985,41,77,0,0.55,56.4,High,244290,2024-02-06,Visual,43.545131,-116.185252
PIPE-2173,Water,Cloverdale Rd,West Boise,Ductile Iron,16,1892,5.8,1999,27,72,3,0.5,,Low,478503,2024-01-28,Ultrasonic,43.6,-116.335659
PIPE-2174,Water,Jefferson St,Downtown,Cast Iron,30,1571,5.7,1929,97,5,8,0.78,,Critical,300400,2024-09-30,Ultrasonic,43.614199,-116.189045
PIPE-2175,Sewer,Eisenman Rd,Southeast,PVC,21,1136,14.6,2009,17,84,0,0.55,43.3,Medium,693461,2024-11-03,Smoke Test,43.541383,-116.16868
PIPE-2176,Water,Cloverdale Rd,West Boise,PVC,36,401,5.4,2016,10,100,0,0.5,,Critical,122446,2024-10-17,Visual,43.63737,-116.334993
PIPE-2177,Sewer,Cole Rd,West Boise,PVC,48,1604,11.6,2001,25,92,1,0.5,31.1,Critical,396936,2023-11-07,Flow Monitoring,43.6,-116.254864
PIPE-2178,Water,Overland Rd,Southwest,PVC,30,452,5.8,1984,42,82,0,0.6,,High,216247,2023-02-02,Visual,43.587736,-116.304635
PIPE-2179,Water,Overland Rd,Southwest,Ductile Iron,8,216,3.5,1987,39,70,4,0.6,,Medium,44682,2023-08-08,Pressure Test,43.590442,-116.304093
PIPE-2180,Water,Jefferson St,Downtown,Asbestos Cement,8,748,4.5,1957,69,27,2,0.78,,Low,178565,2022-10-07,Pressure Test,43.617219,-116.176603
PIPE-2181,Sewer,Victory Rd,Southwest,Ductile Iron,36,1414,19.8,1971,55,48,2,0.6,47.7,Critical,641367,2022-11-18,Flow Monitoring,43.568138,-116.251803
PIPE-2182,Sewer,Shaw Mountain Rd,East Bench,PVC,6,339,12.4,1976,50,79,0,0.45,25.5,Medium,48647,2023-11-17,Smoke Test,43.613281,-116.151695
PIPE-2183,Water,Overland Rd,Southeast,Cast Iron,6,1366,3.1,1955,71,5,3,0.55,,Low,159090,2023-06-19,Visual,43.585522,-116.184031
PIPE-2184,Stormwater,Main St,Downtown,Concrete,12,1115,14.3,1933,93,37,2,0.78,100.0,Medium,157343,2024-09-08,Dye Test,43.617558,-116.183044
PIPE-2185,Stormwater,Hill Rd,North End,Concrete,24,2017,7.5,1926,100,54,1,0.72,75.0,Medium,466516,2024-02-04,Dye Test,43.658341,-116.193052
PIPE-2186,Stormwater,Milwaukee St,Southeast,Concrete,72,1871,5.4,1967,59,58,1,0.55,72.3,Medium,319939,2024-05-27,Dye Test,43.564129,-116.2
PIPE-2187,Water,Victory Rd,Southwest,PVC,24,1187,4.4,1989,37,79,0,0.6,,High,499560,2024-12-07,Ultrasonic,43.571312,-116.315994
PIPE-2188,Stormwater,Orchard St,Southwest,Reinforced Concrete Box,36,1314,9.8,1963,63,43,2,0.6,50.3,Low,470368,2023-04-21,CCTV,43.6,-116.230336
PIPE-2189,Water,Front St,Downtown,Cast Iron,6,427,4.8,1926,100,5,9,0.78,,Medium,69705,2024-07-21,Ultrasonic,43.608797,-116.175
PIPE-2190,Water,Amity Rd,Southwest,Ductile Iron,36,332,3.8,1999,27,67,0,0.6,,Critical,122436,2024-04-10,Visual,43.553327,-116.292896
PIPE-2191,Water,Eagle Rd,West Boise,PVC,12,917,3.3,2019,7,93,0,0.5,,High,160851,2024-05-03,Acoustic Leak Detection,43.613677,-116.356593
PIPE-2192,Sewer,Harrison Blvd,North End,Vitrified Clay,36,2036,19.6,1945,81,5,6,0.72,73.5,High,1109746,2023-07-05,CCTV,43.652716,-116.19857
PIPE-2193,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,6,2344,4.9,2005,21,80,0,0.5,67.4,Medium,249854,2024-09-12,Valve Inspection,43.621179,-116.317079
PIPE-2194,Sewer,Federal Way,East Bench,Concrete,42,996,9.8,1973,53,57,0,0.45,38.5,Critical,661192,2023-10-06,Flow Monitoring,43.594128,-116.175
PIPE-2195,Pressurized Irrigation,Fairview Ave,West Boise,PVC C900,6,218,3.1,2009,17,79,0,0.5,52.1,Critical,17166,2023-06-20,Valve Inspection,43.615832,-116.30714
PIPE-2196,Water,Milwaukee St,Southeast,Ductile Iron,24,492,6.1,1983,43,70,0,0.55,,Medium,191418,2023-06-07,Pressure Test,43.572433,-116.2
PIPE-2197,Water,Victory Rd,Southeast,Ductile Iron,4,1664,3.7,1972,54,54,1,0.55,,Medium,230264,2024-06-05,Ultrasonic,43.570021,-116.174808
PIPE-2198,Sewer,Eagle Rd,West Boise,PVC,21,1525,23.5,1996,30,84,0,0.5,34.8,Medium,394139,2024-08-21,Flow Monitoring,43.612328,-116.351717
PIPE-2199,Sewer,Vista Ave,Southeast,Concrete,18,2016,21.2,1966,60,71,2,0.55,41.2,Low,545371,2025-08-25,CCTV,43.592534,-116.2
PIPE-2200,Water,Orchard St,Southwest,Ductile Iron,6,621,4.7,1978,48,62,1,0.6,,Medium,88077,2025-09-18,Pressure Test,43.6,-116.233112
PIPE-2201,Water,Bannock St,Downtown,Cast Iron,30,237,5.0,1951,75,8,5,0.78,,High,54738,2023-07-09,Acoustic Leak Detection,43.615823,-116.196432
PIPE-2202,Water,Bogus Basin Rd,North End,Ductile Iron,12,1609,6.4,1965,61,57,5,0.72,,Medium,399660,2024-01-08,Acoustic Leak Detection,43.660073,-116.187474
PIPE-2203,Sewer,Boise Ave,East Bench,PVC,48,2127,13.0,1976,50,83,0,0.45,76.5,Medium,1865399,2025-02-08,Flow Monitoring,43.602119,-116.136915
PIPE-2204,Water,Myrtle St,Downtown,Cast Iron,6,2351,3.6,1949,77,9,5,0.78,,Low,456125,2024-11-29,Visual,43.608485,-116.208825
PIPE-2205,Stormwater,Ustick Rd,West Boise,Concrete,24,2479,12.0,1986,40,69,0,0.5,32.0,High,837016,2025-01-19,Visual,43.632067,-116.260514
PIPE-2206,Pressurized Irrigation,Franklin Rd,West Boise,PVC PR-SDR,8,569,3.8,2011,15,94,0,0.5,31.0,High,67137,2024-07-28,Flow Monitoring,43.608631,-116.272982
PIPE-2207,Stormwater,Fairview Ave,Downtown,Concrete,36,1324,6.8,1957,69,52,1,0.78,93.1,Critical,173647,2024-08-14,Flow Monitoring,43.61505,-116.217744
PIPE-2208,Sewer,Milwaukee St,Southeast,Concrete,6,1031,14.5,1969,57,68,0,0.55,58.4,Medium,188816,2023-10-16,Manhole Inspection,43.595,-116.2
PIPE-2209,Water,Victory Rd,Southeast,Cast Iron,20,2263,3.6,1961,65,5,4,0.55,,High,269708,2023-10-04,Pressure Test,43.570505,-116.2
PIPE-2210,Sewer,Chinden Blvd,West Boise,Ductile Iron,15,1995,22.5,1998,28,73,0,0.5,61.1,Medium,957705,2024-04-19,Flow Monitoring,43.65232,-116.295182
PIPE-2211,Sewer,Five Mile Rd,Southwest,Vitrified Clay,21,1057,16.1,1968,58,32,3,0.6,56.2,Critical,345870,2024-10-04,Flow Monitoring,43.541243,-116.296786
PIPE-2212,Water,Parkcenter Blvd,East Bench,Cast Iron,30,1363,4.1,1958,68,13,2,0.45,,Medium,303678,2024-08-21,Acoustic Leak Detection,43.619631,-116.175
PIPE-2213,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,4,1790,3.8,2015,11,87,0,0.55,43.6,Medium,166668,2024-01-24,Valve Inspection,43.542472,-116.136512
PIPE-2214,Stormwater,Cole Rd,Southwest,Concrete,18,1641,9.3,1964,62,46,5,0.6,49.3,Medium,268708,2025-08-01,Visual,43.54,-116.253975
PIPE-2215,Sewer,Overland Rd,Southeast,Vitrified Clay,15,1915,17.2,1955,71,17,2,0.55,75.4,Low,297198,2024-03-03,Manhole Inspection,43.588547,-116.184029
PIPE-2216,Pressurized Irrigation,Eisenman Rd,Southeast,PVC PR-SDR,10,1792,3.1,1993,33,83,0,0.55,53.7,High,77751,2024-05-21,Visual,43.560119,-116.169726
PIPE-2217,Water,Hill Rd,North End,Cast Iron,36,998,6.4,1958,68,12,4,0.72,,High,566037,2024-12-22,Visual,43.659079,-116.195597
PIPE-2218,Water,Eagle Rd,West Boise,PVC,16,324,3.4,1986,40,93,0,0.5,,Medium,48547,2024-02-23,Pressure Test,43.652243,-116.354398
PIPE-2219,Stormwater,Broadway Ave,Southeast,Concrete,18,2462,3.1,1959,67,53,1,0.55,46.0,Medium,477277,2025-08-27,Flow Monitoring,43.5836,-116.189244
PIPE-2220,Stormwater,I-184 Corridor,Downtown,Concrete,48,1807,8.2,1962,64,81,0,0.78,38.3,Medium,266251,2025-02-27,Flow Monitoring,43.609285,-116.22
PIPE-2221,Sewer,Ustick Rd,West Boise,Ductile Iron,12,1409,20.0,1989,37,54,1,0.5,49.1,Low,282139,2022-10-10,Smoke Test,43.631432,-116.320235
PIPE-2222,Sewer,Overland Rd,Southwest,Concrete,15,393,18.6,1973,53,75,1,0.6,45.7,Low,78903,2022-10-08,Manhole Inspection,43.589552,-116.235471
PIPE-2223,Pressurized Irrigation,Franklin Rd,West Boise,PVC PR-SDR,4,982,3.9,2009,17,97,0,0.5,61.6,Medium,33695,2025-10-22,Flow Monitoring,43.605349,-116.327896
PIPE-2224,Stormwater,Bannock St,Downtown,Concrete,60,2229,9.7,1942,84,51,4,0.78,60.5,Critical,387659,2024-06-24,Dye Test,43.613965,-116.213234
PIPE-2225,Pressurized Irrigation,Cloverdale Rd,West Boise,PVC PR-SDR,6,639,2.6,2015,11,93,0,0.5,80.0,Low,72237,2022-12-13,Valve Inspection,43.635345,-116.33617
PIPE-2226,Sewer,Shaw Mountain Rd,East Bench,Ductile Iron,12,2161,12.5,1986,40,71,0,0.45,62.0,Low,846775,2024-06-11,CCTV,43.596751,-116.163875
PIPE-2227,Sewer,Fairview Ave,Downtown,Vitrified Clay,30,632,9.2,1925,101,5,1,0.78,82.4,High,405085,2024-03-16,Smoke Test,43.616259,-116.22
PIPE-2228,Sewer,Fairview Ave,West Boise,PVC,18,679,19.2,2000,26,82,0,0.5,39.2,Medium,374339,2025-08-19,Smoke Test,43.615413,-116.324061
PIPE-2229,Sewer,Eagle Rd,West Boise,PVC,21,1004,8.0,1991,35,77,1,0.5,11.0,Medium,252009,2023-01-12,Smoke Test,43.617031,-116.353861
PIPE-2230,Sewer,McMillan Rd,West Boise,Ductile Iron,6,1056,17.0,1999,27,73,1,0.5,49.2,High,101058,2022-10-15,Flow Monitoring,43.645738,-116.28897
PIPE-2231,Sewer,Bogus Basin Rd,North End,Concrete,48,323,14.8,1943,83,63,1,0.72,78.9,High,262693,2023-04-29,CCTV,43.64872,-116.204842
PIPE-2232,Pressurized Irrigation,Ustick Rd,West Boise,PVC PR-SDR,12,363,4.5,2017,9,96,0,0.5,50.1,High,32517,2025-05-24,Pressure Test,43.633456,-116.306639
PIPE-2233,Stormwater,Federal Way,East Bench,Concrete,12,1605,11.8,1971,55,72,1,0.45,51.8,Low,102453,2023-02-19,Flow Monitoring,43.596821,-116.125318
PIPE-2234,Water,Eisenman Rd,Southeast,HDPE,10,329,3.6,2002,24,99,1,0.55,,Medium,67012,2025-05-10,Ultrasonic,43.547904,-116.16872
PIPE-2235,Sewer,Boise Ave,East Bench,Concrete,24,941,7.4,1987,39,59,1,0.45,84.2,Low,412559,2025-02-08,Flow Monitoring,43.59839,-116.175
PIPE-2236,Stormwater,Eisenman Rd,Southeast,Reinforced Concrete Box,18,2449,13.1,2015,11,89,0,0.55,39.0,Medium,525526,2024-12-30,Flow Monitoring,43.576553,-116.169681
